"date","lat","lon","region","site","band_id","species","sex","ageclass","mass","Massinacuracy","forearm","ear","repro_status","Comments","capture_time","release_time","month","season"
2011-08-02,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0157","Myotis lucifugus","Male","Juvenile",7.699999809,NA,40.20000076,12,"JUV",NA,"22:40","23:26",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0159","Myotis lucifugus","Male","Juvenile",6.400000095,NA,38.90000153,13,"JUV",NA,"23:20","22:48",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0160","Myotis lucifugus","Female","Juvenile",8,NA,39.29999924,12,"JUV",NA,"23:25","22:52",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0201","Myotis lucifugus","Female","Adult",9.300000191,NA,39.40000153,13,"LAC",NA,"23:30","22:55",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0202","Myotis lucifugus","Female","Juvenile",7.599999905,NA,38.40000153,13,"JUV",NA,"23:30","22:58",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0203","Myotis lucifugus","Male","Juvenile",6.699999809,NA,38.09999847,12,"JUV",NA,"23:45","23:01",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0204","Myotis lucifugus","Female","Juvenile",7.800000191,NA,40.70000076,12,"JUV",NA,"23:35","23:04",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0205","Myotis lucifugus","Female","Juvenile",7.800000191,NA,37.79999924,12,"JUV",NA,"23:35","23:07",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0206","Myotis lucifugus","Female","Juvenile",7.900000095,NA,38.29999924,13,"JUV",NA,"23:35","23:09",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0207","Myotis lucifugus","Male","Juvenile",7.099999905,NA,39.5,11,"JUV",NA,"23:35","23:11",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0208","Myotis lucifugus","Female","Juvenile",7.300000191,NA,39.20000076,12,"JUV",NA,"23:35","23:14",8,"Summer"
2011-08-04,60.09,-112.25,"Salt River","Thebacha cabins","UC0209","Myotis lucifugus","Male","Juvenile",6.800000191,NA,37.70000076,13,"JUV",NA,"23:35","23:16",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0183","Myotis lucifugus","Female","Adult",10.5,NA,40.79999924,13,"LAC",NA,"22:45","23:34",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0194","Myotis lucifugus","Female","Adult",11.69999981,NA,40.40000153,14,"LAC",NA,"0:57","1:48",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0195","Myotis lucifugus","Female","Adult",9.100000381,NA,40.5,12,"POST",NA,"22:45","23:53",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0210","Myotis lucifugus","Female","Adult",9.300000191,NA,38,12,"LAC",NA,"22:45","23:37",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0211","Myotis lucifugus","Female","Juvenile",8,NA,38.70000076,12,"JUV",NA,"22:52","23:42",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0212","Myotis lucifugus","Female","Adult",9.699999809,NA,40.29999924,12,"LAC",NA,"22:50","23:48",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0213","Myotis lucifugus","Female","Juvenile",6.900000095,NA,39.09999847,12,"JUV",NA,"22:53","23:59",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0214","Myotis lucifugus","Female","Juvenile",7,NA,36,12,"JUV",NA,"22:58","0:03",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0215","Myotis lucifugus","Female","Adult",10.10000038,NA,40.90000153,13,"LAC",NA,"22:50","0:08",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0216","Myotis lucifugus","Female","Juvenile",7.400000095,NA,37.09999847,12,"JUV",NA,"22:57","0:10",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0217","Myotis lucifugus","Male","Juvenile",7.800000191,NA,38.29999924,13,"JUV",NA,"22:57","0:14",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0218","Myotis lucifugus","Female","Adult",9.699999809,NA,38.59999847,12,"LAC",NA,"23:00","0:18",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0219","Myotis lucifugus","Female","Adult",9.399999619,NA,40.70000076,12,"LAC",NA,"23:00","0:22",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0220","Myotis lucifugus","Female","Adult",9,NA,40.40000153,13,"NOP",NA,"23:05","0:26",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0221","Myotis lucifugus","Female","Juvenile",9.5,NA,40.70000076,12,"JUV",NA,"0:47","1:42",8,"Summer"
2011-08-06,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0223","Myotis lucifugus","Female","Juvenile",8.5,NA,38.40000153,11,"JUV","*ID on left arm","0:57","1:55",8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0225","Myotis lucifugus","Female","Adult",8.699999809,NA,40,12,"NOP",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0227","Myotis lucifugus","Female","Adult",8.199999809,NA,37.5,13,"NOP",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0228","Myotis lucifugus","Female","Adult",8,NA,39.09999847,11.5,"NOP",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0230","Myotis lucifugus","Female","Adult",7.800000191,NA,38.20000076,12,"NOP",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0232","Myotis lucifugus","Female","Juvenile",7.400000095,NA,38,12,"JUV",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0233","Myotis lucifugus","Female","Juvenile",7.400000095,NA,37.90000153,13,"JUV",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0238","Myotis lucifugus","Female","Juvenile",7.699999809,NA,37.40000153,11,"JUV",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0240","Myotis lucifugus","Female","Adult",8.5,NA,39.59999847,13,"NOP",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0241","Myotis lucifugus","Female","Juvenile",8.100000381,NA,38.90000153,12,"JUV",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0242","Myotis lucifugus","Female","Adult",8.699999809,NA,39.29999924,12,"NOP",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0243","Myotis lucifugus","Female","Adult",7.800000191,NA,38.90000153,11,"NOP",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0244","Myotis lucifugus","Female","Juvenile",7.400000095,NA,38.20000076,11,"JUV",NA,"22:00",NA,8,"Summer"
2011-08-10,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0246","Myotis lucifugus","Female","Adult",8.699999809,NA,39.70000076,13,"NOP",NA,"22:00",NA,8,"Summer"
2011-08-11,60.09,-112.25,"Salt River","Thebacha cabins","UC0251","Myotis lucifugus","Female","Juvenile",6.800000191,NA,38.70000076,13,"JUV",NA,"21:53","22:30",8,"Summer"
2011-08-11,60.09,-112.25,"Salt River","Thebacha cabins","UC0254","Myotis lucifugus","Female","Adult",10.69999981,NA,39.90000153,12,"POST",NA,"22:06","23:00",8,"Summer"
2011-08-11,60.09,-112.25,"Salt River","Thebacha cabins","UC0255","Myotis lucifugus","Female","Juvenile",9,NA,38.79999924,12,"JUV","mud all over wings and forearm","4:39","4:39",8,"Summer"
2011-08-11,60.09,-112.25,"Salt River","Thebacha cabins","UC0256","Myotis lucifugus","Female","Juvenile",9,NA,39.09999847,12,"JUV","weird black worm (kept in vial)","4:39","4:41",8,"Summer"
2011-08-14,59.7,-112.2,"Wood Buffalo NP","Rave Cave","UC0257","Myotis lucifugus","Female","Adult",7.099999905,NA,37.90000153,12.5,"NOP","fluffy coat","22:56","23:35",8,"Summer"
2011-08-15,60.1,-112.24,"Salt River","SR Community","UC0260","Myotis lucifugus","Female","Juvenile",7.599999905,NA,38.79999924,12,"JUV",NA,"22:08","23:11",8,"Summer"
2011-08-15,60.1,-112.24,"Salt River","SR Community","UC0261","Myotis lucifugus","Female","Juvenile",7.400000095,NA,38,12,"JUV",NA,"22:15","23:15",8,"Summer"
2011-08-15,60.1,-112.24,"Salt River","SR Community","UC0262","Myotis lucifugus","Female","Adult",9.600000381,NA,38.29999924,13,"NOP","orange mite in ear.","22:20","23:18",8,"Summer"
2011-08-16,60.04,-112.73,"Little Buffalo Falls","NTBP","UC0263","Myotis lucifugus","Male","Juvenile",8.5,NA,38.90000153,12,"JUV",NA,"22:15","23:11",8,"Summer"
2011-08-16,60.04,-112.73,"Little Buffalo Falls","NTBP","UC0268","Myotis lucifugus","Female","Adult",9.5,NA,36,11,"NOP",NA,"22:23","23:37",8,"Summer"
2011-08-16,60.04,-112.73,"Little Buffalo Falls","NTBP","UC0271","Myotis lucifugus","Female","Juvenile",7.300000191,NA,37.29999924,13,"JUV",NA,"22:38","23:51",8,"Summer"
2011-08-16,60.04,-112.73,"Little Buffalo Falls","NTBP","UC0273","Myotis lucifugus","Female","Juvenile",8.100000381,NA,39.29999924,12.5,"JUV","tiny bit of mud on forearm","23:06","0:05",8,"Summer"
2011-08-16,60.04,-112.73,"Little Buffalo Falls","NTBP","UC0275","Myotis lucifugus","Female","Juvenile",8.800000191,NA,36.20000076,12,"JUV",NA,"23:12","0:10",8,"Summer"
2011-08-16,60.04,-112.73,"Little Buffalo Falls","NTBP","UC0276","Myotis lucifugus","Female","Juvenile",7.900000095,NA,36.29999924,13,"JUV",NA,"23:14","0:15",8,"Summer"
2011-08-16,60.04,-112.73,"Little Buffalo Falls","NTBP","UC0277","Myotis lucifugus","Male","Juvenile",8.199999809,NA,37.59999847,12.5,"JUV",NA,"23:15","0:18",8,"Summer"
2011-08-17,60.04,-112.7,"Little Buffalo Falls","Little Buffalo Falls","UC0280","Myotis lucifugus","Female","Juvenile",8.399999619,NA,38.5,11,"JUV",NA,"22:20","23:13",8,"Summer"
2011-08-18,60.1,-112.2,"Salt River","DT11","UC0290","Myotis lucifugus","Female","Adult",9,NA,39.59999847,12.5,"POST",NA,"21:55","22:57",8,"Summer"
2011-08-18,60.1,-112.2,"Salt River","DT11","UC0291","Myotis lucifugus","Female","Juvenile",9.100000381,NA,38.20000076,12,"JUV",NA,"21:57","23:00",8,"Summer"
2011-08-18,60.1,-112.2,"Salt River","DT11","UC0292","Myotis lucifugus","Female","Adult",10.89999962,NA,39.40000153,14,"POST","Lrge nipples, no milk expressed","21:59","23:10",8,"Summer"
2011-08-18,60.1,-112.2,"Salt River","DT11","UC0293","Myotis lucifugus","Female","Juvenile",8,NA,38.29999924,12,"JUV","small bit of mud on forearm","22:19","23:18",8,"Summer"
2011-08-18,60.1,-112.2,"Salt River","DT11","UC0294","Myotis lucifugus","Female","Juvenile",8.199999809,NA,38.90000153,12,"JUV",NA,"22:20","23:22",8,"Summer"
2011-08-18,60.1,-112.2,"Salt River","DT11","UC0295","Myotis lucifugus","Female","Juvenile",8.300000191,NA,40.09999847,13,"JUV",NA,"22:47","23:55",8,"Summer"
2011-08-18,60.1,-112.2,"Salt River","DT11","UC0296","Myotis lucifugus","Female","Adult",9.399999619,NA,38.5,12,"POST",NA,"23:06","0:06",8,"Summer"
2011-08-18,60.1,-112.2,"Salt River","DT11","UC0298","Myotis lucifugus","Female","Juvenile",8.600000381,NA,39.5,12.5,"JUV","recorded echolocation calls","0:45","1:47",8,"Summer"
2011-08-22,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0297","Myotis lucifugus","Female","Juvenile",7.300000191,NA,39.40000153,12,"JUV","recapture from across the river","21:26","22:34",8,"Summer"
2011-08-22,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0298","Myotis lucifugus","Female","Adult",9.699999809,NA,39.29999924,12.5,"LAC","missing front right tooth; expressed milk","21:40","22:42",8,"Summer"
2011-08-22,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0300","Myotis lucifugus","Female","Juvenile",6.900000095,NA,36.90000153,12,"JUV",NA,"21:50","22:54",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0301","Myotis lucifugus","Female","Juvenile",7.300000191,NA,38.59999847,12,"JUV",NA,"21:41","23:18",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0303","Myotis lucifugus","Female","Juvenile",7.699999809,NA,39.29999924,14,"JUV",NA,"21:15","23:03",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0306","Myotis lucifugus","Female","Adult",10.89999962,NA,38.40000153,12,"NOP",NA,"21:42","23:20",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0307","Myotis lucifugus","Female","Adult",11.39999962,NA,38.20000076,13,"POST",NA,"21:51","23:29",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0310","Myotis lucifugus","Female","Adult",10.80000019,NA,39.20000076,14,"POST",NA,"21:57","23:35",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0311","Myotis lucifugus","Female","Adult",8.399999619,NA,36.20000076,12,"POST",NA,"21:58","23:36",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0312","Myotis lucifugus","Female","Adult",12.39999962,NA,40,14,"POST",NA,"21:59","23:37",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0313","Myotis lucifugus","Female","Adult",11.19999981,NA,38.29999924,12,"POST",NA,"22:00","23:38",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0314","Myotis lucifugus","Female","Adult",10.39999962,NA,39.29999924,12,"POST",NA,"22:01","23:39",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0323","Myotis lucifugus","Female","Adult",13.60000038,NA,39.90000153,14,"POST",NA,"22:11","23:49",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0326","Myotis lucifugus","Female","Adult",10.39999962,NA,38.40000153,14,"POST","Emerging from cave","22:40","0:18",8,"Summer"
2011-08-26,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0327","Myotis lucifugus","Female","Juvenile",8.399999619,NA,38.40000153,12,"JUV","Emerging from cave","22:41","0:19",8,"Summer"
2011-08-27,60.04,-112.73,"Little Buffalo Falls","NTBP","UC0336","Myotis lucifugus","Female","Adult",8.100000381,NA,38,12,"POST",NA,"22:41","23:43",8,"Summer"
2011-08-29,59.7,-112.2,"Wood Buffalo NP","Walk-in Cave","UC0339","Myotis lucifugus","Female","Adult",9,NA,38.20000076,13,"NOP",NA,"21:25","22:29",8,"Summer"
2011-08-29,59.7,-112.2,"Wood Buffalo NP","Walk-in Cave","UC0341","Myotis lucifugus","Female","Adult",11.39999962,NA,39.29999924,12.5,"POST","very bare nips; partial hair regrowth","23:32","22:46",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0348","Myotis lucifugus","Female","Juvenile",7.800000191,NA,39.20000076,12,"JUV",NA,"21:30","22:44",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0351","Myotis lucifugus","Female","Juvenile",10.30000019,NA,38.90000153,13,"NOP",NA,"21:33","22:48",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0354","Myotis lucifugus","Female","Juvenile",8.300000191,NA,39.79999924,14,"JUV",NA,"21:36","22:53",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0356","Myotis lucifugus","Female","Juvenile",7.5,NA,39.70000076,14,"JUV",NA,"21:38","22:57",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0357","Myotis lucifugus","Female","Juvenile",7.099999905,NA,39.5,13,"JUV",NA,"21:39","22:58",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0358","Myotis lucifugus","Female","Adult",8,NA,39.90000153,13,"POST","slightly bare nips; looks like dry milk around nips","21:40","23:03",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0360","Myotis lucifugus","Female","Juvenile",7.900000095,NA,39.29999924,13,"JUV",NA,"21:42","23:06",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0361","Myotis lucifugus","Female","Adult",10,NA,40.79999924,12,"POST",NA,"21:43","23:09",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0362","Myotis lucifugus","Male","Juvenile",7.800000191,NA,36.90000153,13,"JUV",NA,"21:51","23:11",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0363","Myotis lucifugus","Female","Juvenile",8.5,NA,38.59999847,13,"JUV",NA,"21:52","23:13",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0364","Myotis lucifugus","Female","Juvenile",7.900000095,NA,38,13,"JUV",NA,"21:54","23:15",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0365","Myotis lucifugus","Female","Juvenile",8.199999809,NA,38.20000076,12,"JUV",NA,"21:55","23:17",8,"Summer"
2011-08-30,60.94,-117.42,"Kakisa","Kakisa town","UC0366","Myotis lucifugus","Female","Adult",10.69999981,NA,39.5,13,"NOP",NA,"21:59","23:20",8,"Summer"
2011-09-02,60.1,-112.2,"Salt River","DT11","UC0297","Myotis lucifugus","Female","Juvenile",8.100000381,NA,39.59999847,12.5,"JUV","* recapture from day use colony","21:28","22:35",9,"Fall"
2011-09-02,60.1,-112.2,"Salt River","DT11","UC0368","Myotis lucifugus","Female","Juvenile",9,NA,40.40000153,11,"JUV",NA,"21:32","22:38",9,"Fall"
2011-09-06,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0379","Myotis lucifugus","Female","Adult",11.5,NA,37.40000153,12,"POST","Emerging from cave","21:24","22:56",9,"Fall"
2011-09-06,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0386","Myotis lucifugus","Female","Adult",11.10000038,NA,39.20000076,14,"POST","Emerging from cave","21:29","23:24",9,"Fall"
2011-09-06,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0387","Myotis lucifugus","Female","Juvenile",9.100000381,NA,38.09999847,14,"JUV","Emerging from cave","21:33","23:27",9,"Fall"
2011-09-06,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0390","Myotis lucifugus","Female","Juvenile",7.800000191,NA,37.5,12,"JUV","Emerging from cave","21:35","23:41",9,"Fall"
2011-09-06,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0391","Myotis lucifugus","Female","Adult",11.39999962,NA,39.5,12,"POST","Emerging from cave","21:40","23:45",9,"Fall"
2011-09-06,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0393","Myotis lucifugus","Female","Adult",11.69999981,NA,39.29999924,11.5,"POST","Emerging from cave","21:37","23:54",9,"Fall"
2011-09-06,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0394","Myotis lucifugus","Female","Juvenile",6.599999905,NA,38.40000153,11,"JUV","Emerging from cave","21:38","23:58",9,"Fall"
2011-09-06,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0399","Myotis lucifugus","Female","Juvenile",9.800000191,NA,37.90000153,12,"JUV","Emerging from cave","21:43","0:15",9,"Fall"
2011-09-06,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0400","Myotis lucifugus","Female","Adult",9.699999809,NA,39.40000153,11,"POST",NA,"21:46","0:23",9,"Fall"
2011-09-06,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0406","Myotis lucifugus","Female","Juvenile",8.300000191,NA,39.09999847,14,"JUV",NA,"22:21","0:41",9,"Fall"
2012-06-06,60.09,-112.25,"Salt River","Thebacha cabins","UC0416","Myotis lucifugus","Female","Adult",9,NA,37.09999847,11,"NOP","nips not calloused","23:44","0:15",6,"Summer"
2012-06-06,60.09,-112.25,"Salt River","Thebacha cabins","UC0417","Myotis lucifugus","Female","Adult",10.19999981,NA,38.40000153,12,"NOP",NA,"23:46","0:21",6,"Summer"
2012-06-06,60.09,-112.25,"Salt River","Thebacha cabins","UC0418","Myotis lucifugus","Female","Adult",9,NA,39.20000076,12,"NOP",NA,"23:57","0:27",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0419","Myotis lucifugus","Female","Adult",9.5,NA,39.90000153,12,"PREG",NA,"23:40","0:40",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0420","Myotis lucifugus","Female","Adult",9.300000191,NA,38.90000153,13,"PREG",NA,"23:42","0:43",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0421","Myotis lucifugus","Female","Adult",7.599999905,NA,37.70000076,12,"NOP","orange tick on ear; juv like; sticky dark skin wings; photo of wing","23:48","0:47",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0422","Myotis lucifugus","Female","Adult",8.899999619,NA,38.40000153,14,"NOP",NA,"23:51","0:52",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0423","Myotis lucifugus","Female","Adult",7.699999809,NA,39.20000076,13,"NOP","black, sticky skin","23:54","0:57",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0424","Myotis lucifugus","Female","Adult",8.699999809,NA,38.90000153,13,"PREG",NA,"23:58","1:01",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0425","Myotis lucifugus","Female","Adult",8.5,NA,39.20000076,12,"PREG","tick","23:59","1:03",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0426","Myotis lucifugus","Female","Adult",6.699999809,NA,36.90000153,12,"NOP",NA,"0:01","1:06",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0427","Myotis lucifugus","Female","Adult",8.699999809,NA,40.59999847,11,"PREG",NA,"0:03","1:09",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0428","Myotis lucifugus","Female","Adult",9.100000381,NA,37.79999924,11,"PREG",NA,"0:04","1:11",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0429","Myotis lucifugus","Female","Adult",9.199999809,NA,39.90000153,12,"PREG",NA,"0:08","1:14",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0430","Myotis lucifugus","Female","Adult",7.699999809,NA,38.40000153,11,"NOP",NA,"0:09","1:16",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0431","Myotis lucifugus","Female","Adult",6.599999905,NA,37.29999924,11,"NOP",NA,"0:18","1:20",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0432","Myotis lucifugus","Female","Adult",8.5,NA,40.70000076,13,"NOP",NA,"0:19","1:24",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0433","Myotis lucifugus","Female","Adult",8,NA,40.40000153,12,"PREG","tagged: 151504; 173.1936; ch1","23:46","1:28",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0434","Myotis lucifugus","Female","Adult",9.5,NA,38.90000153,11,"PREG",NA,"0:24","1:38",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0435","Myotis lucifugus","Female","Adult",9.199999809,NA,39.90000153,11.5,"PREG","tagged: 151506; 173.2368; ch2","23:53","1:48",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0437","Myotis lucifugus","Female","Adult",7.900000095,NA,38.70000076,13,"NOP",NA,"0:22","2:07",6,"Summer"
2012-06-07,60.09,-112.25,"Salt River","Thebacha cabins","UC0438","Myotis lucifugus","Female","Adult",8.5,NA,40,11,"PREG","tagged: 161011; 173.293; ch3 *TS","0:36","2:12",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0166","Myotis lucifugus","Female","Adult",9.300000191,NA,38.20000076,13,"PREG","*recapture; band dirty, no scarring or tearing","0:39","1:41",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0189","Myotis lucifugus","Female","Adult",9.600000381,NA,38,12,"NOP","*recapture; band dirty, no scarring or tearing","0:50","2:03",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0192","Myotis lucifugus","Female","Adult",9.600000381,NA,38.70000076,12,"NOP","*recapture; band dirty, no scarring or tearing","0:30","1:34",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0218","Myotis lucifugus","Female","Adult",9.600000381,NA,38.40000153,12,"NOP","*recapture; band dirty, no scarring or tearing; band looks excellent","0:28","1:31",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0439","Myotis lucifugus","Female","Adult",10.10000038,NA,38.79999924,13,"PREG",NA,"0:13","1:09",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0440","Myotis lucifugus","Female","Adult",9,NA,37.90000153,11,"NOP",NA,"0:15","1:13",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0441","Myotis lucifugus","Female","Adult",8.899999619,NA,39.59999847,11,"NOP","bare patch on back (photo)","0:16","1:16",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0442","Myotis lucifugus","Female","Adult",9,NA,38.40000153,14,"PREG",NA,"0:18","1:20",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0443","Myotis lucifugus","Female","Adult",8.399999619,NA,39.20000076,13,"PREG",NA,"0:21","1:23",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0444","Myotis lucifugus","Female","Adult",8.399999619,NA,38.40000153,12,"PREG",NA,"0:22","1:26",6,"Summer"
2012-06-15,60.96,-117.33,"Kakisa","Lady Evelyn Falls Campground","UC0445","Myotis lucifugus","Female","Adult",8.899999619,NA,38.59999847,12,"NOP",NA,"0:24","1:29",6,"Summer"
