Site,Lat,Lon,night_date,Myotis,Detector Active,Site type
NTBP,60.04,-112.73,5/21/2011,16,Yes,Foraging site
NTBP,60.04,-112.73,5/22/2011,1,Yes,Foraging site
NTBP,60.04,-112.73,5/23/2011,5,Yes,Foraging site
NTBP,60.04,-112.73,5/24/2011,1,Yes,Foraging site
NTBP,60.04,-112.73,5/25/2011,5,Yes,Foraging site
NTBP,60.04,-112.73,5/26/2011,12,Yes,Foraging site
NTBP,60.04,-112.73,5/27/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,5/28/2011,2,Yes,Foraging site
NTBP,60.04,-112.73,5/29/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,6/28/2011,0,No,Foraging site
NTBP,60.04,-112.73,6/29/2011,1,Yes,Foraging site
NTBP,60.04,-112.73,6/30/2011,5,Yes,Foraging site
NTBP,60.04,-112.73,7/1/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,7/2/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,7/3/2011,20,Yes,Foraging site
NTBP,60.04,-112.73,7/4/2011,,No,Foraging site
NTBP,60.04,-112.73,7/11/2011,,No,Foraging site
NTBP,60.04,-112.73,7/14/2011,24,Yes,Foraging site
NTBP,60.04,-112.73,7/15/2011,2,Yes,Foraging site
NTBP,60.04,-112.73,7/16/2011,13,Yes,Foraging site
NTBP,60.04,-112.73,7/17/2011,15,Yes,Foraging site
NTBP,60.04,-112.73,7/18/2011,26,Yes,Foraging site
NTBP,60.04,-112.73,7/19/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,7/26/2011,48,Yes,Foraging site
NTBP,60.04,-112.73,7/27/2011,83,Yes,Foraging site
NTBP,60.04,-112.73,7/28/2011,100,Yes,Foraging site
NTBP,60.04,-112.73,7/29/2011,71,Yes,Foraging site
NTBP,60.04,-112.73,7/30/2011,50,Yes,Foraging site
NTBP,60.04,-112.73,7/31/2011,43,Yes,Foraging site
NTBP,60.04,-112.73,8/1/2011,109,Yes,Foraging site
NTBP,60.04,-112.73,8/2/2011,43,Yes,Foraging site
NTBP,60.04,-112.73,8/3/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,8/13/2011,0,No,Foraging site
NTBP,60.04,-112.73,8/14/2011,28,Yes,Foraging site
NTBP,60.04,-112.73,8/15/2011,301,Yes,Foraging site
NTBP,60.04,-112.73,8/16/2011,67,Yes,Foraging site
NTBP,60.04,-112.73,8/17/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,8/30/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,8/31/2011,3,Yes,Foraging site
NTBP,60.04,-112.73,9/1/2011,2,Yes,Foraging site
NTBP,60.04,-112.73,9/2/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/8/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/9/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/10/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/11/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/12/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/13/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/14/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/15/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/16/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/17/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/18/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/19/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/20/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/21/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/22/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/23/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/24/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/25/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/26/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/27/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/28/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/29/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,9/30/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,10/1/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,10/2/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,10/3/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,10/4/2011,0,Yes,Foraging site
NTBP,60.04,-112.73,10/5/2011,0,Yes,Foraging site
SSR-1,60.1,-112.8,3/21/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,3/22/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,3/23/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,3/24/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,3/25/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,3/26/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,3/27/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,3/28/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,3/29/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,3/30/2012,1,Yes,Hibernaculum
SSR-1,60.1,-112.8,3/31/2012,19,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/1/2012,21,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/2/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/3/2012,3,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/4/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/5/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/6/2012,2,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/7/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/8/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/9/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/10/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/11/2012,25,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/12/2012,8,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/13/2012,7,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/14/2012,1,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/15/2012,1,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/16/2012,2,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/17/2012,1,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/18/2012,6,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/19/2012,142,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/20/2012,216,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/21/2012,318,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/22/2012,142,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/23/2012,1,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/24/2012,5,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/25/2012,9,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/26/2012,530,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/27/2012,359,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/28/2012,286,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/29/2012,489,Yes,Hibernaculum
SSR-1,60.1,-112.8,4/30/2012,391,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/1/2012,497,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/2/2012,508,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/3/2012,707,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/4/2012,629,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/5/2012,456,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/6/2012,360,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/7/2012,533,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/8/2012,567,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/9/2012,435,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/10/2012,204,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/11/2012,373,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/12/2012,91,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/13/2012,286,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/14/2012,187,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/15/2012,1107,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/16/2012,725,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/17/2012,325,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/18/2012,268,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/19/2012,266,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/20/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,5/21/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,5/22/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,5/23/2012,479,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/24/2012,283,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/25/2012,440,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/26/2012,442,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/27/2012,574,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/28/2012,627,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/29/2012,558,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/30/2012,583,Yes,Hibernaculum
SSR-1,60.1,-112.8,5/31/2012,491,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/1/2012,390,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/2/2012,557,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/3/2012,497,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/4/2012,458,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/5/2012,451,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/6/2012,456,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/7/2012,441,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/8/2012,489,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/9/2012,249,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/10/2012,138,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/11/2012,234,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/12/2012,210,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/13/2012,181,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/14/2012,189,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/15/2012,136,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/16/2012,158,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/17/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/18/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/19/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/20/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/21/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/22/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/23/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/24/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/25/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/26/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/27/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/28/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/29/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,6/30/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,7/1/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,7/2/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,7/3/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,7/4/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,7/5/2012,1,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/6/2012,40,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/7/2012,41,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/8/2012,105,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/9/2012,202,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/10/2012,126,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/11/2012,221,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/12/2012,124,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/13/2012,149,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/14/2012,179,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/15/2012,276,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/16/2012,312,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/17/2012,354,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/18/2012,342,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/19/2012,407,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/20/2012,528,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/21/2012,734,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/22/2012,704,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/23/2012,796,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/24/2012,834,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/25/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,7/26/2012,815,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/27/2012,707,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/28/2012,691,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/29/2012,759,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/30/2012,101,Yes,Hibernaculum
SSR-1,60.1,-112.8,7/31/2012,21,Yes,Hibernaculum
SSR-1,60.1,-112.8,8/1/2012,138,Yes,Hibernaculum
SSR-1,60.1,-112.8,8/2/2012,609,Yes,Hibernaculum
SSR-1,60.1,-112.8,8/3/2012,10,Yes,Hibernaculum
SSR-1,60.1,-112.8,8/4/2012,11,Yes,Hibernaculum
SSR-1,60.1,-112.8,8/5/2012,75,Yes,Hibernaculum
SSR-1,60.1,-112.8,8/6/2012,107,Yes,Hibernaculum
SSR-1,60.1,-112.8,8/7/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/8/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/9/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/10/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/11/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/12/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/13/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/14/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/15/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/16/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/17/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/18/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/19/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/20/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/21/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/22/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/23/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/24/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/25/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/26/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/27/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/28/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/29/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/30/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,8/31/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,9/1/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,9/2/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,9/3/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,9/4/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,9/5/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,9/6/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,9/7/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,9/8/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,9/9/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,9/10/2012,27,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/11/2012,4,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/12/2012,5,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/13/2012,48,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/14/2012,3,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/15/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/16/2012,3,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/17/2012,20,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/18/2012,34,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/19/2012,3,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/20/2012,11,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/21/2012,21,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/22/2012,60,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/23/2012,21,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/24/2012,33,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/25/2012,42,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/26/2012,16,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/27/2012,41,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/28/2012,41,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/29/2012,40,Yes,Hibernaculum
SSR-1,60.1,-112.8,9/30/2012,9,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/1/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/2/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/3/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/4/2012,14,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/5/2012,29,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/6/2012,26,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/7/2012,4,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/8/2012,4,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/9/2012,3,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/10/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/11/2012,9,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/12/2012,1,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/13/2012,9,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/14/2012,3,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/15/2012,3,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/16/2012,1,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/17/2012,0,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/18/2012,9,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/19/2012,4,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/20/2012,1,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/21/2012,2,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/22/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/23/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/24/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/25/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/26/2012,,Yes,Hibernaculum
SSR-1,60.1,-112.8,10/27/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,10/28/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,10/29/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,10/30/2012,,No,Hibernaculum
SSR-1,60.1,-112.8,10/31/2012,,No,Hibernaculum
Thebacha maternity,60.09,-112.25,4/1/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/2/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/3/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/4/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/5/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/6/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/7/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/8/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/9/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/10/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/11/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/12/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/13/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/14/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/15/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/16/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/17/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/18/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/19/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/20/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/21/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/22/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/23/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/24/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/25/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/26/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/27/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/28/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/29/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,4/30/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/1/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/2/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/3/2011,15,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/4/2011,4,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/5/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/6/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/7/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/8/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/9/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/10/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/11/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/12/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/13/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/14/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/15/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/16/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/17/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/18/2011,384,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/19/2011,472,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/20/2011,0,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/21/2011,0,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/22/2011,0,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/23/2011,170,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/24/2011,63,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/25/2011,124,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/26/2011,158,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/27/2011,200,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/28/2011,107,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/29/2011,178,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/30/2011,158,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,5/31/2011,187,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/1/2011,309,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/2/2011,112,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/3/2011,79,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/4/2011,53,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/5/2011,63,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/6/2011,37,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/7/2011,88,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/8/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/9/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/10/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/11/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/12/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/13/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/14/2011,,No,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/15/2011,237,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/16/2011,335,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/17/2011,297,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/18/2011,235,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/19/2011,299,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/20/2011,181,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/21/2011,279,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/22/2011,419,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/23/2011,222,Yes,Myotis lucifugus maternity colony
Thebacha maternity,60.09,-112.25,6/24/2011,298,Yes,Myotis lucifugus maternity colony
